author_type,doc_id,noun_phrase,root_text,pre_nom,post_nom,start_idx,end_idx,root_idx,np_len,n_pre,n_post
published,published-S2468550X17302137,crab,crab,NA,NA,764,764,764,1,0,0
published,published-S2468550X17302137,the most important commercial crustacean species and a popular food in Southeast Asia,species,NN,CC,770,782,775,13,5,7
published,published-S2468550X17302137,The total production of crab,production,JJ,IN,792,796,794,5,2,2
published,published-S2468550X17302137,"796,622 metric tons",tons,JJ,NA,798,800,800,3,2,0
published,published-S2468550X17302137,China,China,NA,NA,804,812,804,1,0,0
published,published-S2468550X17302137,the successful application of rice-fish integrated culture,application,JJ,IN,815,823,817,8,2,5
published,published-S2468550X17302137,farmers in northern area,farmers,NA,IN,825,828,825,4,0,3
published,published-S2468550X17302137,the crabs,crabs,DT,NA,832,833,833,2,1,0
published,published-S2468550X17302137,rice fields,fields,NN,NA,835,836,836,2,1,0
published,published-S2468550X17302137,good economic benefits,benefits,JJ,NA,839,845,841,3,2,0
published,published-S2468550X17302137,order to adapt to the growth cycle of rice,order,NA,TO,852,860,852,9,0,8
published,published-S2468550X17302137,two models,models,CD,NA,862,863,863,2,1,0
published,published-S2468550X17302137,rice fields,fields,NN,NA,868,869,869,2,1,0
published,published-S2468550X17302137,one,one,NA,NA,871,871,871,1,0,0
published,published-S2468550X17302137,megalopa,megalopa,NA,NA,874,876,874,1,0,0
published,published-S2468550X17302137,October,October,NA,NA,878,878,878,1,0,0
published,published-S2468550X17302137,juvenile crab,crab,JJ,NA,885,888,886,2,1,0
published,published-S2468550X17302137,September,September,NA,NA,890,890,890,1,0,0
published,published-S2468550X17302137,Many researches,researches,JJ,NA,893,894,894,2,1,0
published,published-S2468550X17302137,"the ecology, feeding habits, yield, and food web structure in rice-crab culture",ecology,DT,NN,898,914,899,13,1,11
published,published-S2468550X17302137,the conclusion that crab rearing in rice field could improve the ecological environment and bring greater economic benefits,conclusion,DT,IN,919,940,920,18,1,16
published,published-S2468550X17302137,CH4 and N2O emissions in rice-crab paddy fields,CH4,NA,CC,969,978,969,9,0,8
published,published-S2468550X17302137,This study,study,DT,NA,980,981,981,2,1,0
published,published-S2468550X17302137,an experiment,experiment,DT,NA,983,984,984,2,1,0
published,published-S2468550X17302137,the effect of crab rearing on the amount of CH4 and N2O,effect,DT,IN,990,1001,991,12,1,10
published,published-S2468550X17302137,rice fields,fields,NN,NA,1004,1005,1005,2,1,0
published,published-S2468550X17302137,the dependence of CH4 and N2O emissions on soil and water characters in rice-crab culture system,dependence,DT,IN,1011,1028,1012,17,1,15
published,published-S2468550X17302137,the effect of the rice-crab systems on the environment,effect,DT,IN,1035,1045,1036,10,1,8
published,published-S2468550X17302137,comparison with their economic benefits for the farmers,comparison,NA,IN,1047,1054,1047,8,0,7
published,published-S2590147819300312,the rare-earth ions,ions,NN,NA,3,7,7,4,3,0
published,published-S2590147819300312,glasses,glasses,NA,NA,9,9,9,1,0,0
published,published-S2590147819300312,"extensive applications in the field of developing up-conversion  lasers, optical amplifiers, color displays, biomedical diagnostics, temperature sensors, laser remote sensing, telecommunications, atmosphere transmissions, Raman laser, eye-safe LIDAR applications, and solar concentrators, etc",applications,JJ,IN,11,60,12,34,1,32
published,published-S2590147819300312,many researchers,researchers,JJ,NA,68,69,69,2,1,0
published,published-S2590147819300312,a lot of interest,lot,DT,IN,71,74,72,4,1,2
published,published-S2590147819300312,the up-conversion  luminescence phenomenon,phenomenon,NN,NA,76,84,84,5,4,0
published,published-S2590147819300312,"its several potential applications in bio-imaging, display monitors, solar cells, medical diagnostics and photodynamic therapy",applications,JJ,IN,87,106,90,16,3,12
published,published-S2590147819300312,the up-conversion luminescence  process,process,NN,NA,112,130,120,5,4,0
published,published-S2590147819300312,the RE,RE,DT,NA,131,132,132,2,1,0
published,published-S2590147819300312,absorp,absorp,NA,NA,134,134,134,1,0,0
published,published-S2590147819300312,2 or more photons of longer- wavelength,photons,JJR,IN,135,141,138,7,3,3
published,published-S2590147819300312,luminescence emission,emission,NN,NA,144,145,145,2,1,0
published,published-S2590147819300312,the low wavelength region,region,NN,NA,147,150,150,4,3,0
published,published-S2590147819300312,multi phonon relaxation,relaxation,NNP,NA,152,157,154,3,2,0
published,published-S2590147819300312,"all the RE ions Tm2O3, Ho2O3, Er2O3, and Yb2O3,",ions,NN,NNP,160,172,163,9,3,5
published,published-S2590147819300312,etc elements,elements,FW,NA,173,174,174,2,1,0
published,published-S2590147819300312,act as an effective sensitizers,act,NA,IN,180,184,180,5,0,4
published,published-S2590147819300312,the up-conversion emission,emission,NN,NA,187,191,191,4,3,0
published,published-S2590147819300312,their sufficient energy levels from NIR to the visible region,levels,NN,IN,194,203,197,10,3,6
published,published-S2590147819300312,IR light,light,JJ,NA,211,212,212,2,1,0
published,published-S2590147819300312,visible light emission increases from 2–3 orders of magnitude,increases,NN,IN,218,226,221,10,3,6
published,published-S2590147819300312,RE ion-doped up-conversion nanoparticles,nanoparticles,NN,NA,231,238,238,6,5,0
published,published-S2590147819300312,"an important role in the field of biomedicine, especially in the early diagnosis and cancer treatment [7,8",role,JJ,IN,240,258,242,17,2,14
published,published-S2590147819300312,a large number of energy levels and long-life metastable state 4I13/2 of Er2O3,number,JJ,IN,263,277,265,15,2,12
published,published-S2590147819300312,these Er3+ ions,Er3,DT,CC,279,282,280,3,1,1
published,published-S2590147819300312,the most attractive active ion in a host glass matrix,ion,JJ,IN,286,295,290,10,4,5
published,published-S2590147819300312,Li feng et al,al,NNP,NA,298,301,301,4,3,0
published,published-S2590147819300312,"the up-conversion photoluminescence  efficiency,",photoluminescence,NN,NA,309,318,313,5,3,1
published,published-S2590147819300312,the Yb3+ RE ions,ions,NN,NA,319,323,323,4,3,0
published,published-S2590147819300312,active ions,ions,JJ,NA,328,329,329,2,1,0
published,published-S2590147819300312,the reason of large absorption around 977 nm and a beneficial energy transfer takes place between the Yb3+ ions and Er3+ ions,reason,DT,IN,332,359,333,22,1,20
published,published-S2590147819300312,The spectroscopic measurements of Er3+ ions in various glasses,measurements,JJ,IN,365,374,367,9,2,6
published,published-S2590147819300312,much practical interest,interest,JJ,NA,376,378,378,3,2,0
published,published-S2590147819300312,its emission at 1.532 μm,emission,PRP$,IN,381,385,382,5,1,3
published,published-S2590147819300312,the optical amplification,amplification,JJ,NA,390,392,392,3,2,0
published,published-S2590147819300312,The gain of NPbPEr glasses,gain,DT,IN,394,398,395,5,1,3
published,published-S2590147819300312,all the C + S+ L communication bands which are used to design and develop the EDFA,bands,NN,WDT,400,423,407,16,6,9
published,published-S2590147819300312,these EDFA devices,devices,NNP,NA,427,429,429,3,2,0
published,published-S2590147819300312,extensive interest in wavelength division multiplexing network systems,interest,JJ,IN,432,439,433,8,1,6
published,published-S2590147819300312,the visible UC emission of Er3+ ion at 547 nm,emission,NNP,IN,446,461,449,10,3,6
published,published-S2590147819300312,many advantages in the field of solid-state laser,advantages,JJ,IN,463,472,464,9,1,7
published,published-S2590147819300312,hence emission at 4S3/2,emission,RB,IN,474,477,475,5,1,3
published,published-S2590147819300312,the capability of high optical storage and green emission applications,capability,DT,IN,481,490,482,10,1,8
published,published-S2590147819300312,the required applications of RE ions,applications,VBN,IN,497,502,499,6,2,3
published,published-S2590147819300312,the selection of the host matrix,selection,DT,IN,504,509,505,6,1,4
published,published-S2590147819300312,these glass matrices,matrices,NN,NA,514,516,516,3,2,0
published,published-S2590147819300312,phosphate glasses,glasses,JJ,NA,518,519,519,2,1,0
published,published-S2590147819300312,applications in both academic and industrial purposes,applications,NA,IN,523,529,523,7,0,6
published,published-S2590147819300312,The addition of PbO to this phosphate glasses,addition,DT,IN,531,538,532,8,1,6
published,published-S2590147819300312,more advantages,advantages,JJR,NA,540,541,541,2,1,0
published,published-S2590147819300312,the structural role of PbO,role,JJ,IN,543,547,545,5,2,2
published,published-S2590147819300312,a dual role,role,JJ,NA,552,554,554,3,2,0
published,published-S2590147819300312,Pb,Pb,NA,NA,556,556,556,1,0,0
published,published-S2590147819300312,O,O,NA,NA,558,558,558,1,0,0
published,published-S2590147819300312,a network modifier,modifier,NN,NA,563,565,565,3,2,0
published,published-S2590147819300312,Pb,Pb,NA,NA,568,568,568,1,0,0
published,published-S2590147819300312,O,O,NA,NA,570,570,570,1,0,0
published,published-S2590147819300312,covalent,covalent,NA,NA,572,572,572,1,0,0
published,published-S2590147819300312,it,it,NA,NA,574,574,574,1,0,0
published,published-S2590147819300312,glass matrices,matrices,NN,NA,581,582,582,2,1,0
published,published-S2590147819300312,the inclusion of lead to phosphate glass matrices,inclusion,DT,IN,589,596,590,8,1,6
published,published-S2590147819300312,the chemical durability of glasses,durability,JJ,IN,599,603,601,5,2,2
published,published-S2590147819300312,many researchers,researchers,JJ,NA,610,611,611,2,1,0
published,published-S2590147819300312,interest in alkali-sulfo phosphate glasses,interest,NA,IN,613,619,613,6,0,5
published,published-S2590147819300312,its relatively high electrical conductivity,conductivity,JJ,NA,622,630,626,5,4,0
published,published-S2590147819300312,these glasses,glasses,DT,NA,632,633,633,2,1,0
published,published-S2590147819300312,extensive applications in micro-batteries,applications,JJ,IN,635,640,636,5,1,3
published,published-S2590147819300312,", smart cards, medical applications",cards,JJ,JJ,641,646,643,4,1,2
published,published-S2590147819300312,the above facts,facts,JJ,NA,652,654,654,3,2,0
published,published-S2590147819300312,the present study,study,JJ,NA,656,658,658,3,2,0
published,published-S2590147819300312,sections,sections,NA,NA,696,696,696,1,0,0
published,published-S2590147819300312,the gain,gain,DT,NA,699,700,700,2,1,0
published,published-S2590147819300312,ion-doped NPbP glasses,glasses,NN,NA,709,713,713,4,3,0
published,published-S2590147819300312,These results,results,DT,NA,715,716,716,2,1,0
published,published-S2590147819300312,different concentrations of Er2O3,concentrations,JJ,IN,720,723,721,4,1,2
published,published-S2590147819300312,other reported glasses,glasses,JJ,NA,727,729,729,3,2,0
student,student-200-1_001,Youtube,Youtube,NA,NA,4,4,4,1,0,0
student,student-200-1_001,the lifestyle of people,lifestyle,DT,IN,8,11,9,4,1,2
student,student-200-1_001,this age,age,DT,NA,13,14,14,2,1,0
student,student-200-1_001,a greater percentage of people,percentage,JJR,IN,16,20,18,5,2,2
student,student-200-1_001,technology,technology,NA,NA,28,28,28,1,0,0
student,student-200-1_001,a result of a more technology-enhanced lifestyle,result,DT,IN,31,39,32,8,1,6
student,student-200-1_001,it,it,NA,NA,41,41,41,1,0,0
student,student-200-1_001,a person,person,DT,NA,46,47,47,2,1,0
student,student-200-1_001,a phone or computer which has led to many new pastimes such as watching YouTube videos as a viewer or posting videos on YouTube as a content creator,phone,DT,CC,49,76,50,28,1,26
student,student-200-1_001,a content creator,creator,JJ,NA,79,81,81,3,2,0
student,student-200-1_001,new videos,videos,JJ,NA,84,85,85,2,1,0
student,student-200-1_001,new subscribers and views,subscribers,JJ,CC,89,92,90,4,1,2
student,student-200-1_001,you,you,NA,NA,96,96,96,1,0,0
student,student-200-1_001,your channel,channel,PRP$,NA,100,101,101,2,1,0
student,student-200-1_001,revenue,revenue,NA,NA,105,105,105,1,0,0
student,student-200-1_001,our goal in this work,goal,PRP$,IN,109,113,110,5,1,3
student,student-200-1_001,channels,channels,NA,NA,119,119,119,1,0,0
student,student-200-1_001,subscribers,subscribers,NA,NA,121,121,121,1,0,0
student,student-200-1_001,future content creators information,information,NNS,NA,126,129,129,4,3,0
student,student-200-1_001,new subscribers,subscribers,JJ,NA,134,135,135,2,1,0
student,student-200-1_002,the past years,years,JJ,NA,2,4,4,3,2,0
student,student-200-1_002,we,we,NA,NA,6,6,6,1,0,0
student,student-200-1_002,a great spike in social media platforms,spike,JJ,IN,9,15,11,7,2,4
student,student-200-1_002,We,We,NA,NA,17,17,17,1,0,0
student,student-200-1_002,the impact of social media,impact,DT,IN,20,24,21,5,1,3
student,student-200-1_002,events such as the 2020 Presidential Election,events,NA,JJ,26,32,26,7,0,6
student,student-200-1_002,"More and more individuals, from toddlers to seniors,",individuals,JJR,IN,34,43,37,8,3,4
student,student-200-1_002,content,content,NA,NA,46,46,46,1,0,0
student,student-200-1_002,increased demand,demand,VBN,NA,49,50,50,2,1,0
student,student-200-1_002,an increase in supply,increase,DT,IN,56,59,57,4,1,2
student,student-200-1_002,"A specific platform, Youtube,",platform,JJ,NNP,61,66,63,4,2,1
student,student-200-1_002,the way humans receive information,way,DT,NNS,71,75,72,5,1,3
student,student-200-1_002,its incline,incline,PRP$,NA,78,79,79,2,1,0
student,student-200-1_002,it,it,NA,NA,81,81,81,1,0,0
student,student-200-1_002,more and more content creators,creators,NN,NA,84,88,88,5,4,0
student,student-200-1_002,People,People,NA,NA,90,90,90,1,0,0
student,student-200-1_002,Youtube,Youtube,NA,NA,92,92,92,1,0,0
student,student-200-1_002,their full-time job,job,NN,NA,97,101,101,4,3,0
